treatment,conversion,active_days,gender,age,time_spent_in_app,used_discount,used_bogo,channel_Web,channel_phone,hours_listening,yandex_pay_balance
treatment1,0,27.970345736316162,1,46,0,0,0,0,0,11.878376286130292,5023.792192355728
treatment1,1,19.813741720251215,0,47,2,1,0,0,1,9.90233085649124,6196.825503474252
treatment1,0,25.040337140415463,1,45,0,1,0,0,1,12.677429862135819,6250.3657635648615
treatment1,1,27.66692001810417,0,44,1,0,1,1,0,8.272459303176738,4385.458893458751
control,0,12.03240716704537,0,34,0,1,0,0,1,9.982026197070136,5217.4970460896
treatment1,1,22.645023170892323,1,46,1,0,1,0,0,7.993614622360582,4482.185169188473
treatment1,1,22.118262181770476,1,36,0,0,0,0,0,12.50091958278075,5323.934216548786
treatment1,0,32.448514355604445,1,40,2,0,0,1,0,12.31291315627093,4839.851270217058
treatment1,0,23.85103608252057,1,39,1,0,0,0,0,7.453211581313928,4361.563017992898
control,0,10.603813244042868,0,42,0,1,1,0,0,14.631820508709225,7120.400536769871
treatment1,1,23.316109035525372,1,41,0,1,1,0,0,11.148058774829433,5995.381366204309
treatment1,0,26.88281693559926,0,54,0,0,0,0,1,8.050109038574803,3935.76880105921
control,1,6.046746242182742,1,40,0,0,1,0,0,13.888836703315272,4717.924789547511
control,0,7.496335039717753,0,38,0,0,0,1,1,11.056488013622218,4239.725988740892
control,1,6.388882956550355,1,51,0,1,0,0,1,7.830270300320191,6997.502759983513
control,0,6.030742832188922,1,38,1,0,0,1,0,11.880870254540143,5312.848809553047
control,0,4.636962792845914,0,33,1,0,0,0,0,9.371339929878664,4734.466706871814
treatment1,1,27.003125019037263,0,42,2,0,0,0,1,9.307141207167188,4305.640297529817
control,1,5.572685480198708,0,35,1,0,1,1,0,9.282829815065067,3510.5460256894953
control,0,8.793668747279078,0,50,1,1,1,0,0,6.646642713238954,4492.696838926019
treatment1,0,25.167268192414088,0,29,0,0,0,1,1,8.24778245997787,4308.540302000761
treatment1,0,25.70716996333018,0,31,0,1,1,0,0,9.376866651584356,5547.9941932558
control,0,11.122316354084386,1,48,1,0,0,1,0,10.549308431753374,4499.907072864368
treatment1,0,23.174772172343957,1,40,1,1,1,1,0,6.936673654322228,5732.992849888529
treatment1,1,25.60146534734329,1,42,2,0,0,0,0,10.448179420722601,4312.069208804521
control,0,7.556101250295976,0,37,1,0,1,1,0,13.285563006987172,5490.494026358825
treatment1,1,27.425045881066463,0,33,1,0,0,0,1,9.882220972161715,3941.677017123163
treatment1,1,26.081907016759928,1,45,1,1,0,0,0,3.188452048042784,4712.3673834223255
control,1,12.400478146530554,1,38,0,1,1,1,0,8.062202936424871,4756.391279429287
control,0,8.456961953479556,0,44,0,0,0,0,0,11.201253712257948,4995.335039021796
treatment1,1,30.14016961829067,0,30,1,0,0,0,0,11.312262903872181,4088.1632100794677
treatment1,0,29.788158979161448,0,40,0,0,0,0,0,10.937800461722542,5195.214097906128
treatment1,0,26.39330297215514,1,47,1,1,0,1,0,9.486196778818899,5341.2081950223555
treatment1,1,30.727738320317837,0,48,1,1,0,1,0,12.65332961680846,7352.434566915823
control,1,12.562469441546591,1,47,2,0,1,0,0,10.252568700542835,5125.00586763007
control,0,5.536900216457647,0,30,0,0,0,0,0,11.445644804460901,5389.550125819575
control,0,5.216998774409243,1,41,0,0,0,0,1,8.655148412342852,3812.3726513116
treatment1,1,22.02220023917615,0,40,0,0,1,1,1,9.901262756650452,4730.855597700387
control,1,3.7217847906629933,0,48,1,1,1,0,0,10.998337037901479,5736.753617830263
treatment1,0,20.069552635933746,0,35,5,0,1,0,0,9.019282792456071,4490.37033639766
control,0,2.5109175393640055,0,45,0,0,0,0,0,8.800270161683585,4201.636465558123
treatment1,1,21.270246392689383,1,31,2,0,1,0,0,8.700716424702582,3599.937277285231
control,1,10.296732874052024,1,42,3,1,0,0,0,11.208537786691387,6047.87842633197
control,0,6.815517648063297,0,49,0,1,0,0,0,11.659133718726371,5698.853734735908
treatment1,1,24.257901540111874,1,42,0,0,0,0,0,13.235029092332812,5718.609460203308
control,0,9.010022652367995,0,29,1,1,1,1,0,9.503484316011427,5899.818281506754
treatment1,1,24.080150782448285,0,51,3,0,0,0,0,7.912396213172796,4373.638848308807
treatment1,1,25.18693122110747,0,41,1,0,0,0,0,12.463737062002618,5146.679103390159
treatment1,1,26.752684642918524,0,40,0,0,0,0,1,8.707215757790696,4267.28860648602
treatment1,0,21.061086075940164,0,43,1,0,1,0,0,8.517745841870317,3085.6653908166695
treatment1,0,24.526593510662927,0,52,0,1,0,0,1,9.783051997585478,5634.029755552907
control,0,3.6630589407671845,0,46,1,1,1,1,1,13.162392427182883,6036.384772389113
control,1,1.0860967737915863,1,34,3,0,1,0,1,10.452841848694653,4092.4510920856205
control,1,7.529483292897925,1,45,0,1,0,1,0,12.917975119242218,6433.685014130525
treatment1,0,15.52341701588049,0,51,1,1,0,1,1,10.199598319939621,6051.157167416557
control,1,11.701559902763698,0,29,0,0,0,1,0,5.773156969416716,1542.9519975928347
control,1,10.000629277850969,0,36,2,0,1,0,0,8.712032372137848,3499.5310282911914
control,1,9.276674700762268,0,29,1,0,1,0,0,10.065098739988123,3308.45929322897
treatment1,0,19.66397254177539,1,46,2,0,0,0,0,12.70615452223893,5687.895066491928
treatment1,0,24.43582276260406,0,42,2,1,1,1,1,8.182349854027914,5343.78441270884
control,0,6.030315482714051,1,39,1,0,1,0,0,10.486444154678804,4929.858047227956
control,1,4.194587650504105,0,32,2,0,0,1,1,9.32174264256122,2599.1627578569487
control,0,5.728451939538235,0,39,2,1,0,0,1,9.189722298600888,5255.757066646368
treatment1,0,22.7463201722154,1,43,3,0,1,0,1,9.358289640739379,4635.074545217162
treatment1,1,29.43218625470623,1,47,4,1,1,1,1,13.22706301600481,8008.620397856666
control,1,5.234125097449104,1,41,0,0,1,0,0,12.145888905828475,4840.783217596534
control,0,7.0094396573705176,1,50,1,0,0,0,1,14.094991387592481,5806.184335638687
control,0,12.640256280710826,1,42,1,1,0,0,0,10.200942729502644,5820.683885127755
treatment1,1,23.734387922652274,1,37,1,0,0,1,0,10.158812698712048,4889.885465191043
treatment1,1,26.4792976299357,1,36,1,0,0,0,0,5.119986426662448,3164.778973881368
control,0,6.142355476399065,0,31,2,1,0,0,0,6.110803260247031,4531.4170380431615
control,0,7.549759977782673,0,38,0,0,1,1,0,9.767211660749847,4410.204433291418
control,0,5.811211805570634,0,52,0,0,1,0,0,10.080922203245265,4956.510591813412
treatment1,1,22.762769816080553,0,42,3,1,0,1,1,9.10157933762287,6485.867302557713
treatment1,1,18.016124381176766,0,41,0,0,1,0,0,13.852501507849242,5615.942957152721
control,1,10.670685635361776,1,43,2,1,1,0,0,10.083669352833898,5837.751645638719
control,1,5.318450382755989,0,37,2,0,1,0,0,10.25564657838135,4231.342229521579
treatment1,1,25.329514117283107,0,39,2,1,0,1,0,9.208562404638052,5396.793749631972
treatment1,0,28.077874238342535,1,45,2,0,0,1,0,9.541549376245621,4157.521143539469
treatment1,1,12.0710965411392,1,30,2,0,0,0,0,10.367995818022358,2205.9323604848923
control,0,4.349986225444217,1,34,2,0,0,1,0,7.264634651972242,4030.771376873768
control,0,6.962754439152287,0,41,1,0,0,1,1,6.257301868537677,4009.7753570501977
control,1,11.499869468146112,0,30,1,0,0,1,0,8.582211288458549,2256.562566137612
control,0,7.358250195518584,0,50,0,1,0,1,1,11.235133834811561,5420.427522975347
treatment1,1,23.887208068154173,0,31,1,1,0,0,1,9.265036253358538,5115.902252420446
treatment1,0,19.875900912698402,1,37,0,1,0,1,0,13.654931537450317,6318.157632436409
treatment1,1,16.169994845700636,1,40,3,0,0,0,1,6.61945070228957,3457.698738765775
control,0,7.380063692560836,1,48,1,0,0,0,0,10.508220751647212,5188.698595767783
control,1,0.9725081202204313,0,36,0,0,1,1,0,11.901574675847266,4598.326580253269
control,0,9.998830018556266,1,47,0,0,0,0,0,6.6928003619669365,3929.0910488253817
treatment1,0,23.282304120498676,1,36,1,1,0,0,1,6.911070575493339,5532.2485571718835
control,0,4.308499148562834,1,43,3,1,0,0,0,12.592978615148226,5801.007563638621
control,1,7.888940260987561,1,49,0,1,0,0,1,9.9133666205155,7548.17193170561
treatment1,0,19.066344010645036,0,42,0,1,0,0,0,10.398616539530106,5645.608927671543
control,1,5.481348838285118,0,49,0,1,0,0,0,8.433843323939898,6358.09042979289
control,1,6.634807309057714,0,45,3,1,0,1,0,5.013259434076182,4230.272031810016
treatment1,0,12.349644295215198,1,52,1,1,1,0,0,8.36023325355531,4963.164710073411
treatment1,1,14.305178839879222,1,42,2,1,1,1,0,11.644937665996224,6630.146829884385
treatment1,1,25.958610441414965,1,50,1,1,0,0,0,10.211495448730636,8324.626337489295
control,1,12.00953860960093,1,32,1,0,0,0,0,14.82745074243324,4616.775028525931
control,0,8.603210055728347,0,50,1,1,1,0,1,10.512824417321017,5808.2542896177765
treatment1,0,20.190044869165906,1,28,0,1,0,0,0,9.281321170577003,5685.038942489026
treatment1,0,25.362336269054044,0,41,1,0,0,1,0,12.601476524338164,5510.275792896877
treatment1,0,18.137166402743656,0,42,2,1,1,1,0,11.502548120530264,6276.903598790093
control,0,8.641680263039396,0,33,1,1,0,0,0,9.912554980258502,5130.724668245889
control,1,9.328387185508177,0,43,4,0,0,0,1,9.725828563413648,4627.654730750612
treatment1,0,24.26678214867589,1,42,1,0,0,1,0,8.979390462154672,3645.929205251254
treatment1,0,30.673215121589234,1,30,3,1,1,0,1,10.811917477004389,5691.509851871515
treatment1,1,19.358600455730368,0,47,1,1,0,1,0,12.695921501186064,6108.7268086447875
treatment1,0,26.04723252102082,1,50,1,0,0,1,0,7.096451475039078,4334.73052802183
control,0,11.502049150350828,1,47,1,0,0,0,0,9.943372917779916,3732.0142236714805
treatment1,0,29.529225723623362,1,39,1,1,1,0,0,11.70691065223776,5893.294728313253
treatment1,1,23.321418780486557,0,31,0,0,0,0,0,5.2155080925649,1755.3576360987431
control,1,5.293438067324597,1,34,1,0,0,0,0,10.934951894571466,4701.230876355286
control,1,10.225084254196458,0,22,0,0,0,1,0,7.863932580213449,534.8438386159994
control,1,13.58075310003713,0,34,0,0,0,1,0,9.398914049126901,3789.8759498950267
control,0,8.369398577093097,0,44,1,1,1,1,0,13.127809988114452,6270.8517359453745
treatment1,0,29.010764996671064,1,33,1,1,0,0,1,8.908158656659074,5604.042746601582
control,0,10.40240243364743,0,50,4,1,0,0,0,13.363550312852482,6712.895475948986
treatment1,1,19.39284647410427,1,48,2,1,1,0,0,10.057290554413626,5947.253033075717
control,1,7.604887945338125,0,35,0,0,1,0,0,9.137737948605738,4071.0937535711455
control,0,4.135634247562685,0,33,2,1,1,0,0,8.35478615998214,4918.535717229336
treatment1,0,21.022211703648466,0,45,0,0,0,0,0,10.260764956850593,5099.251286833607
treatment1,1,23.606323374432414,1,45,2,1,0,0,1,10.972793302135646,6218.067676365434
treatment1,1,26.17558299470787,0,37,0,1,0,1,1,9.213049859723895,5417.853436471357
treatment1,1,27.07232934632718,1,33,0,0,0,1,0,9.165891024112181,4290.700763028896
control,1,14.689846406470576,0,40,1,0,0,1,0,5.5325424061767245,3948.334539261586
control,0,6.381473358132255,0,50,0,1,0,0,0,9.708572236659517,5414.390480023665
treatment1,1,28.158710540932688,1,46,0,1,0,0,0,9.167977604761116,7013.376583026618
treatment1,1,29.136679898883788,1,45,0,0,0,1,1,9.61235042435453,4534.584697257911
treatment1,0,18.99016643574317,1,29,0,0,1,0,0,6.276321572568211,3646.6751643065413
control,0,10.25958668276247,0,33,1,1,1,0,1,7.896537835690941,4624.0817327578925
control,0,7.580941760118777,1,44,0,1,0,1,1,10.147238149846798,5333.7646919249955
control,0,11.349225354663503,1,46,0,0,1,0,1,12.771112624702091,5002.73336456847
treatment1,0,21.761928592767564,1,48,1,1,1,0,0,10.815625645155118,5713.92726554364
control,1,9.83284806734299,1,34,1,0,0,1,0,7.573053845463385,3118.670688326111
treatment1,0,23.31405564448958,1,40,4,0,1,0,1,10.534737029114567,4715.41376512887
control,1,7.505655517618039,0,39,1,1,0,0,0,8.820421271933794,5108.504720135662
control,0,6.0855852587952,0,49,1,0,1,0,0,7.0447170821331175,3469.083185703888
control,1,6.355594839765526,1,34,0,0,0,0,0,8.22198872876104,3924.4906937646374
treatment1,0,25.015278264841015,0,34,1,0,1,0,0,12.154675213280214,4326.010486703487
control,1,5.106629508334737,1,29,1,0,0,1,0,7.678542478162971,1479.7974209945162
control,0,6.055093150865434,1,44,1,0,0,0,0,8.715934239758207,3937.133816637632
treatment1,0,21.75766065993171,1,37,0,1,0,0,1,10.896787394278164,5571.617221541766
treatment1,0,25.496615164093345,1,48,0,1,0,0,0,9.152099156316936,5688.291864814743
control,1,17.884959320544016,0,45,1,1,0,0,0,6.808569325285054,5082.246447296277
treatment1,0,24.449242256833344,1,48,1,1,0,0,0,6.223119501155759,5347.012765972647
treatment1,0,22.657350541163837,0,43,2,0,0,1,0,14.571901408689419,5929.685324308276
treatment1,0,17.38094658126618,0,30,0,1,1,0,0,11.306342805508628,6546.620862489995
treatment1,1,26.73369834934345,0,41,0,1,0,0,0,10.575236560563614,5612.29823332216
control,0,10.512229039935644,1,48,2,0,1,0,0,11.800654906254094,5243.424556148237
control,0,8.752841670093682,0,46,1,1,1,0,1,7.456598850873656,4893.248513010054
control,0,7.400555616363889,0,44,1,0,1,1,1,10.351169123793769,5113.989298386686
control,1,9.98450713696308,0,35,0,0,0,1,0,9.195560339981254,3606.959168497219
control,1,5.655775377133708,1,40,2,0,0,0,0,13.32521953631746,5436.530470422206
treatment1,0,25.691070562507484,1,45,1,1,0,0,1,6.410236917426019,4367.59208905982
treatment1,1,20.258555579846345,0,45,1,0,0,0,0,9.573993749402796,4960.185240061443
control,1,7.261794230015721,0,40,1,1,0,0,0,9.402051158110783,5296.346417656032
treatment1,1,21.1711977993292,0,36,1,0,0,1,0,8.635003463064931,3751.7016694195077
treatment1,0,20.264815412002832,1,46,0,1,0,0,1,9.58335611019551,5495.942164975739
treatment1,0,25.17653530080017,1,35,0,1,1,0,1,12.239556766693852,6310.363795165592
control,0,8.381667578243572,0,33,2,1,1,1,1,11.667523110316482,5610.759363410919
treatment1,1,22.96399224059155,0,32,1,0,1,0,1,10.919559938498146,4167.529927382577
control,0,12.965712443150931,0,39,1,1,1,0,0,10.175737756803361,5226.213929243937
control,1,7.277255817893349,0,33,0,0,0,0,0,9.032545718001716,3264.142942630629
control,0,8.327945724095471,0,50,1,1,0,1,0,20.0,7885.403324730635
control,1,7.4168509867324754,0,38,0,1,0,0,1,10.657860210512231,5444.433613752273
control,0,9.795219555751189,0,49,2,1,0,1,0,13.619314970948613,7101.45498232841
treatment1,1,24.481588763817435,0,42,1,1,0,1,1,8.954955066761197,5317.730987800544
treatment1,0,25.71866313790768,0,42,1,0,0,1,0,10.965929883239188,4746.751140929352
control,0,6.718362603621655,0,40,1,0,0,1,0,6.996063250808752,3941.669917446694
control,1,4.87025089746947,1,42,1,1,0,1,0,9.129361329320707,5388.2182167362225
control,0,10.766930250116646,1,53,1,0,0,1,1,11.965962660317919,4720.249050566487
control,1,7.804437892695675,0,36,1,0,0,0,1,9.546991424299637,3649.6279769995226
treatment1,0,17.776881558552937,1,50,0,0,0,1,0,6.136583225941913,4058.281515417401
treatment1,1,26.591996075020564,0,48,0,1,1,0,1,11.606280071204338,6693.231591849416
treatment1,0,25.129730998611898,1,43,0,1,0,1,0,10.96526722799246,7292.342643172102
control,0,6.247939200291013,1,29,2,1,0,1,1,10.536504782192713,5994.597161726215
treatment1,0,27.016604017100587,1,50,0,1,0,0,0,14.000456859823714,6334.25180460057
treatment1,0,25.90825255729136,1,39,1,1,0,0,0,9.081783533652217,4936.964813188198
control,1,6.84428351427925,1,26,2,0,0,0,0,12.944007602351116,3362.3333638622444
control,0,10.671151894566203,0,47,1,1,0,1,1,10.597120024808929,5506.954123689
treatment1,1,24.79338698189251,0,48,1,1,0,0,1,10.3608477365807,6181.637567790057
treatment1,0,24.682264054648893,1,45,2,1,0,1,1,6.718589714540117,4497.811409926417
treatment1,1,27.69550844922656,1,41,0,1,1,1,0,11.499393610076286,5598.506284601422
treatment1,0,21.490216032913366,1,39,1,0,0,0,0,8.525000068702143,3748.2824083317155
treatment1,1,24.062222262291144,1,36,3,0,0,1,0,8.07235905784853,3887.296775908179
control,0,8.707062380542933,0,45,0,1,1,1,0,5.0669709663054885,4366.784604121308
control,0,9.230320862316054,1,48,0,1,1,0,0,11.660072479933879,6032.374126663714
treatment1,1,26.267509026685026,1,34,4,1,1,0,0,9.684844704931052,5059.190399250208
treatment1,1,18.453307165137694,1,40,0,1,0,1,0,12.374642880458392,5713.860143295311
control,0,7.425478491426789,1,39,0,0,0,1,0,8.450478458478244,4545.572025175457
control,0,10.351992706032089,1,51,3,0,1,0,0,12.180895376049392,3952.804378615843
control,1,6.449823651962136,1,49,5,1,0,0,0,11.08686008960971,6507.222053123829
control,0,10.126244446088801,1,33,3,1,0,1,1,9.41211015760164,5798.2362890629065
treatment1,1,26.11832360714777,0,45,1,1,0,0,0,9.398175943287917,5218.6246252619985
treatment1,0,31.31492490615983,0,37,3,0,0,0,0,10.638085800452322,4397.000665969868
treatment1,0,27.968589931285035,0,47,2,1,1,0,0,9.961035894212,5710.464978857202
control,1,6.228869692372034,0,47,1,1,1,0,0,8.68060810066857,6178.718000193989
treatment1,0,17.952042724544878,1,35,0,0,0,1,0,13.477065729322117,5865.902374393258
treatment1,0,25.631122483632545,1,36,0,0,0,0,0,7.90795116190459,4463.3438303262965
control,0,7.947489463735743,0,44,1,0,0,0,0,11.644367192675125,5501.323180749382
treatment1,0,13.820752928628444,1,31,2,0,0,1,0,12.015708972551502,4814.130320317297
treatment1,1,19.705824013983577,0,51,0,1,0,0,0,9.57887565529609,7419.406473941807
treatment1,1,22.202537812785756,1,36,0,0,0,0,1,10.315542124701935,4595.030899273538
control,0,10.099506726371017,1,47,1,1,1,0,0,8.673327496093453,5021.291316323085
control,0,10.155482315665482,1,35,0,1,1,0,0,3.7171091938076555,4107.1280687880035
control,0,8.53090864476962,1,49,3,0,0,0,0,9.3085783179325,4803.627400215446
control,1,9.679069511260106,0,28,0,0,0,0,0,10.625497768177784,3313.95940297856
control,1,9.414641057002694,1,44,2,1,0,0,0,10.552745285395916,6039.060372421652
treatment1,0,19.97596484722451,1,38,2,1,1,1,1,11.04014586773783,5515.2216931771345
control,1,5.397638856153442,0,42,2,1,0,0,0,7.569317557936653,5218.60170834709
control,1,7.305289577654903,1,49,0,1,0,1,1,4.967880160274496,5479.031991728951
control,1,9.536024811293357,1,38,2,1,1,0,1,9.708716114308013,5113.132618004389
treatment1,0,22.34877094695179,0,48,0,0,0,0,0,9.35182637437625,4289.767877445079
control,0,8.183964440830076,0,34,2,1,0,0,0,5.810609081256702,4237.657948875115
treatment1,1,19.372393285458585,0,35,0,0,1,0,1,12.363672255837892,5166.479951871834
control,0,11.110278596723806,1,50,0,1,0,0,0,7.481350423741796,4664.77857336557
treatment1,0,26.69326575821899,0,35,3,0,1,1,0,8.690909254213697,3808.6811940871394
treatment1,0,20.030400169169823,0,41,2,1,0,0,0,14.001967793772144,7322.59974698646
control,0,10.878821505879454,0,32,2,0,1,0,1,7.332125470939886,3650.2642515149782
control,1,8.173045645422247,1,47,2,1,0,1,0,10.844204084144945,5446.605815983901
treatment1,0,25.30224229251299,0,52,2,1,0,1,1,12.462963993764081,6090.795830093365
treatment1,0,16.782672642598758,1,47,1,0,0,0,0,10.922662339414932,5019.453143069316
control,0,6.205617664866637,1,37,1,1,0,0,0,13.68225640211982,7272.194355017039
treatment1,0,25.928440097876585,1,32,1,1,0,1,1,8.532734509677562,5665.980293052519
treatment1,0,17.459842206722804,0,41,2,1,0,0,0,16.33657043431723,6688.2943244588405
treatment1,0,24.59170178819076,0,37,1,0,1,0,1,15.791465974260039,5875.127525150482
treatment1,0,17.0325827632134,1,47,2,0,0,0,0,10.065175216257842,4456.091650158341
control,0,3.239849315301483,1,37,1,1,1,1,1,7.349991891960732,4586.9570220600435
treatment1,0,29.883566440854654,0,44,1,0,0,0,1,8.115335799293309,3568.924371123606
treatment1,1,18.886752667949914,0,46,1,1,0,0,1,11.573371133594287,7332.211257276958
control,1,3.7396455586435327,0,42,1,0,0,0,0,12.387880207023517,5324.942525107883
control,0,11.587506113199282,1,39,0,1,0,0,0,8.712667855059266,5176.395134731338
treatment1,1,24.47410018410922,1,47,0,1,0,1,0,9.83362277631845,5743.673314754615
control,1,8.385149680995179,1,44,1,1,0,1,0,10.066049457017112,5907.583252586732
