,treatment,target,uplift
284191,1,0,-0.07999999999999996
296482,0,1,0.07999999999999996
19151,1,0,0.02
161150,1,1,0.0
179878,1,1,0.06999999999999995
188093,1,0,0.0
171881,0,0,-0.01
219149,0,0,0.01
365324,1,0,0.05
303290,1,0,0.02
8042,1,0,0.12
66340,1,0,0.04
132837,1,1,0.99
166989,0,1,-0.040000000000000036
11330,1,0,0.05
58747,1,1,0.19000000000000006
229586,1,0,0.09999999999999998
225641,1,1,0.050000000000000044
243843,0,0,-0.03
312993,1,0,0.04
182186,0,0,0.0
399706,1,1,0.08999999999999997
196951,1,0,0.019999999999999997
397817,0,0,0.0
14575,0,0,-0.03
279274,1,1,0.07999999999999996
164318,1,0,0.01
294809,0,0,0.01
369528,0,0,0.1
131790,1,0,0.01
107423,0,1,-0.039999999999999925
176300,0,1,-0.020000000000000018
271339,0,0,0.01
261788,1,1,-0.06000000000000005
81341,1,0,0.040000000000000036
154775,0,1,0.050000000000000044
21725,0,1,0.35
364871,1,1,-0.020000000000000018
273878,0,0,0.03
384864,1,0,0.06
168497,0,0,0.01
348309,1,0,0.0
391,1,0,0.02
158202,0,0,0.0
154832,1,0,0.0
183433,1,0,0.02
344379,1,0,0.0
361854,1,0,0.03
219935,0,0,0.16
381417,0,0,0.0
74083,1,0,0.0
203596,0,0,0.06
72897,1,0,0.01
358164,1,1,0.030000000000000027
104294,0,0,0.25
253750,1,0,0.0
39125,1,0,0.0
140762,1,0,0.02
388597,1,1,-0.12
262896,1,1,0.0
137200,1,0,0.95
325774,0,0,0.0
102847,0,1,-0.05999999999999994
4297,0,0,-0.01
29727,1,1,0.05999999999999994
284158,0,0,0.96
119649,1,0,0.14
220791,1,1,-0.08000000000000007
288638,1,1,0.07
282577,0,0,0.03
162706,0,0,0.98
87277,1,0,0.0
44526,1,1,0.030000000000000027
234288,1,0,-0.01
11384,1,0,0.02
250222,1,0,-0.10999999999999999
356095,1,0,0.01
348060,0,0,0.22000000000000003
192347,1,0,0.0
336434,1,0,-0.01
108905,1,0,0.05
38706,1,0,0.02
345256,0,0,0.06
259394,1,1,0.12
270128,0,0,-0.01
268974,1,1,0.3
78843,0,0,0.07
110308,0,0,0.01
372681,0,0,0.0
177163,0,0,-0.04
114810,1,1,0.0
368941,0,0,0.08999999999999997
174057,1,0,0.0
234463,1,0,0.02
327142,0,0,0.02
382782,1,0,0.0
87947,0,0,0.01
141372,0,0,0.0
277248,1,1,0.14
389792,0,0,0.01
128893,1,1,0.12
158577,1,0,0.03
119748,1,0,0.01
297958,0,0,0.16999999999999998
154895,1,0,-0.09999999999999998
93799,0,0,0.03
99827,1,0,-0.010000000000000009
246705,1,0,0.049999999999999996
79600,1,1,-0.1499999999999999
388691,0,0,-0.01
290610,1,0,0.01
301597,0,0,0.16
219370,0,1,0.040000000000000036
90865,0,1,0.020000000000000018
396286,1,1,1.0
97572,1,1,0.01
100878,1,0,-0.02
83182,0,0,0.0
141152,1,0,0.01
348718,0,1,-0.12
313384,0,0,0.03
207443,1,0,0.03
135848,1,0,0.0
9058,0,1,-0.1399999999999999
8813,0,0,0.99
295320,1,0,0.02
202039,1,1,0.029999999999999916
387847,1,0,0.0
208480,0,0,0.02
134129,0,0,0.0
148841,0,0,0.01
290513,0,0,0.06
43901,0,0,0.02
155119,1,0,0.0
10283,0,0,0.97
394890,0,0,-0.02
42613,1,0,0.01
330160,1,1,1.0
290722,1,1,0.5
103157,1,0,0.02
311307,1,0,0.05
214365,0,0,0.97
148925,0,0,0.0
206170,0,0,-0.02
176170,1,1,0.92
308741,0,0,0.89
158992,0,0,0.0
227355,0,0,0.02
138630,1,0,-0.020000000000000004
389914,0,0,0.03
114668,0,0,0.0
144969,1,0,-0.01
38216,0,0,-0.02
299063,1,0,0.0
360500,1,0,-0.02
358841,1,1,0.019999999999999907
292289,0,0,0.02
65429,0,1,0.020000000000000018
331908,1,0,-0.01
381518,0,0,0.01
160893,0,0,0.0
38953,0,0,0.0
83427,0,1,0.07000000000000006
198551,1,0,0.01
226402,0,0,0.01
180280,0,1,-0.039999999999999994
105346,1,0,0.01
331610,1,0,-0.019999999999999997
195530,1,0,0.0
20795,1,1,1.0
23674,0,0,0.03
12285,0,1,0.09999999999999998
95622,0,0,0.01
132116,1,1,-0.18000000000000005
236494,1,0,0.02
205576,0,0,0.02
128808,1,0,-0.01
284034,1,0,0.0
345441,1,0,0.0
375206,0,0,0.0
311666,1,0,0.0
396045,0,0,0.0
158035,0,0,0.02
190158,1,0,0.04
177573,1,0,-0.08999999999999997
25744,0,0,0.0
172726,0,0,0.0
79691,0,0,0.04
24714,1,0,0.06999999999999995
116388,0,0,0.04
110624,1,1,0.16999999999999998
23132,1,0,0.06
282199,0,0,-0.01
84396,0,0,0.03
116484,1,0,-0.02
222639,0,0,0.01
378915,1,1,-0.12
288295,1,0,0.05
154622,1,0,0.04
222437,0,0,0.21
266495,0,0,0.76
123376,0,0,0.01
393882,0,0,0.15999999999999998
399947,1,0,0.07
355339,0,0,0.0
45990,1,0,0.01
382032,1,1,0.98
353872,1,0,0.01
259950,0,0,0.0
33577,1,0,0.020000000000000018
366388,0,0,-0.04000000000000001
24333,0,0,0.0
12346,1,0,0.01
354002,0,0,0.04
142886,0,0,0.01
109113,0,0,-0.01
185598,1,0,0.13999999999999999
231882,0,0,0.0
145715,0,0,0.0
333343,1,0,0.0
362469,0,0,0.019999999999999997
271224,1,0,-0.01
113024,0,1,0.020000000000000018
379485,0,0,0.01
267281,0,0,0.0
211138,0,0,0.24
281221,1,0,0.0
278787,0,0,-0.01
275662,1,0,-0.02
353916,1,1,0.93
20096,1,0,0.0
299279,1,1,0.1100000000000001
366536,0,0,0.42
30737,1,0,0.0
95971,0,1,0.07999999999999996
177102,1,1,-0.08999999999999997
307987,1,0,0.03
325321,1,0,0.03
137578,1,0,-0.01
231986,0,0,-0.04
134752,1,0,0.0
373190,0,1,0.11
51867,1,0,0.01
257645,1,1,-0.020000000000000018
248578,0,0,-0.02
37135,0,0,0.0
107735,0,1,-0.019999999999999907
111016,1,1,0.97
29740,1,0,0.01
299375,1,0,0.01
303482,0,1,0.040000000000000036
117631,1,0,0.04999999999999999
189080,0,0,0.02
16799,1,0,-0.04999999999999993
358319,0,0,0.0
104050,0,1,0.16999999999999993
348441,0,0,0.06
56877,0,0,0.01
105330,1,1,0.21999999999999997
88725,1,0,0.0
316655,0,1,-0.030000000000000027
164632,1,0,0.06
252713,1,0,0.06
275610,0,0,0.08
296567,0,0,0.0
322335,0,0,0.01
85293,0,0,0.0
275568,0,0,0.7
106491,1,0,0.01
332425,0,1,0.029999999999999916
182509,0,0,0.02
373835,0,0,0.0
231726,1,0,-0.009999999999999998
98080,1,0,0.0
65349,1,0,0.0
292823,0,0,-0.019999999999999997
372590,0,0,0.99
25889,0,0,0.94
162810,0,1,0.12
152843,1,0,-0.09999999999999998
350873,1,0,0.0
143725,0,0,0.08
121868,1,0,0.03
326791,0,0,0.12
394687,0,0,0.0
67533,1,0,0.0
371315,1,0,0.02
392608,1,0,0.0
159668,0,0,-0.18
57926,0,1,0.08999999999999997
118704,1,0,-0.01
261810,0,0,0.0
112235,1,0,0.01
119404,1,0,0.02
224407,0,0,0.01
118931,0,0,0.0
51067,0,1,-0.020000000000000018
308329,1,0,0.03
333663,0,1,-0.019999999999999907
204311,1,0,0.01
138195,1,0,-0.01
251507,0,0,0.05
380953,0,1,0.0
189324,1,0,0.01
212654,0,1,0.040000000000000036
193475,0,1,0.029999999999999916
279391,1,1,0.06000000000000005
257299,1,1,-0.05999999999999994
168765,0,0,0.020000000000000004
65437,0,0,0.03
124999,1,1,1.0
250892,1,0,0.0
227575,1,1,1.0
212423,0,1,0.05999999999999994
314158,0,0,0.01
212326,1,0,0.11
48600,0,0,0.0
253067,1,0,0.08
17847,1,0,0.01
146442,1,0,0.0
301685,0,0,0.0
372108,0,1,0.009999999999999898
176268,1,1,-0.010000000000000009
138495,0,0,0.22999999999999998
241959,0,0,0.01
41615,1,0,0.0
114788,0,0,-0.03
237316,1,0,0.02
228738,0,0,0.01
122215,1,1,0.14
332764,0,0,0.0
275965,0,1,0.050000000000000044
186032,1,1,0.97
113892,0,0,0.01
387730,1,0,0.02
343863,1,0,0.0
141239,0,0,0.01
180826,0,1,0.16000000000000003
21491,1,0,0.21
390216,1,1,-0.050000000000000044
348017,1,0,0.0
174256,0,0,0.02
161311,1,1,-0.10999999999999999
51208,1,0,0.0
202330,1,0,-0.009999999999999995
82835,0,0,0.060000000000000005
236410,0,1,-0.07999999999999996
372352,0,1,0.15000000000000002
91307,0,0,0.12
300264,1,0,0.0
213584,1,0,0.02
242482,0,0,0.019999999999999997
177534,0,0,-0.12
210232,0,0,0.009999999999999998
99537,0,0,0.01
108901,0,0,0.02
146543,0,1,0.13
268486,1,0,0.01
238338,1,0,0.01
316924,1,0,0.019999999999999997
341490,1,0,0.08
266015,0,0,0.0
267441,1,0,0.01
125575,0,0,0.0
237817,0,0,0.01
43462,0,0,0.01
68321,0,1,0.20999999999999996
107756,0,0,0.06
240220,1,0,0.01
124627,1,0,0.01
204073,0,0,0.0
253866,1,0,0.0
399184,1,1,0.0
340988,1,0,0.04
168804,0,0,0.03
300732,1,0,0.01
38942,1,1,1.0
311601,1,0,0.0
118486,1,1,0.039999999999999925
232369,1,0,0.0
163523,1,1,-0.06000000000000005
61253,0,1,0.0
23246,0,0,0.02
129351,0,0,-0.01
399982,0,0,0.05
14168,1,0,0.01
158101,1,0,0.0
316639,1,1,0.05999999999999994
91834,0,0,1.0
176737,0,0,0.03
298198,1,0,0.0
277986,1,0,0.03
344443,0,0,0.0
84279,1,1,0.07999999999999996
205258,1,0,-0.01
357011,0,0,-0.039999999999999994
283369,0,0,0.0
169717,1,0,0.01
61173,1,0,-0.07999999999999996
158357,0,0,0.0
37811,1,1,0.91
265378,0,1,0.19000000000000006
217286,1,0,0.01
136390,0,0,0.04
35593,0,1,-0.1499999999999999
44298,0,0,0.0
206250,0,0,0.0
324363,1,1,0.99
384446,0,0,0.01
111560,0,0,0.0
368159,0,0,0.0
29383,1,1,0.06000000000000005
226825,0,0,1.0
36936,0,0,0.1
277396,0,0,0.0
132524,0,0,0.01
88071,0,0,0.08999999999999997
245143,0,1,0.04999999999999993
345374,0,0,0.02
368517,0,0,0.0
309902,1,0,0.03
1518,0,0,0.0
148776,0,0,-0.030000000000000027
192538,0,1,-0.030000000000000027
193586,0,0,0.26
256074,0,1,0.13
160337,0,1,0.20999999999999996
342242,0,0,0.03
166168,1,0,0.0
394261,1,0,0.01
95902,1,0,0.09000000000000001
279096,1,1,-0.030000000000000027
135632,1,1,-0.050000000000000044
289271,1,0,0.0
368059,0,0,0.02
33073,0,0,0.06999999999999998
273216,0,0,-0.08999999999999997
210447,1,0,-0.01
176462,1,1,0.17000000000000004
202009,1,0,0.01
127903,1,1,0.98
52988,1,0,0.03
82338,0,0,0.01
72165,1,0,0.01
380677,1,1,-0.030000000000000027
245296,1,0,0.01
32672,0,1,-0.030000000000000027
17707,1,0,0.02
120006,0,1,0.0
6292,0,0,0.0
340078,0,0,-0.01
290459,1,0,0.02
334104,1,0,0.01
40144,0,0,0.1
364376,0,0,0.12
175284,0,0,0.02
343141,1,0,0.0
323011,1,0,0.02
12028,1,0,-0.02
290186,1,0,0.0
160718,1,0,0.03
109246,1,1,-0.010000000000000009
146764,0,1,0.09999999999999998
358281,1,0,0.060000000000000005
256631,0,1,-0.17000000000000004
172979,1,0,0.01
385402,1,1,0.09000000000000008
285757,0,0,-0.01
70485,1,0,0.0
351676,1,0,0.0
100291,0,0,-0.01
21699,0,0,0.01
46065,0,0,0.01
66005,1,1,0.97
172603,0,1,0.020000000000000018
208083,1,1,0.37
46077,0,0,0.0
121709,1,0,0.0
385315,0,0,0.98
23538,0,0,0.0
198918,1,0,0.01
269774,0,0,0.01
325064,0,1,-0.14
274218,1,0,0.01
109169,1,1,0.99
205242,0,0,-0.04
49897,1,1,0.050000000000000044
17977,0,1,0.08000000000000007
190541,1,1,-0.039999999999999925
74291,0,1,-0.010000000000000009
206013,0,0,0.0
4598,0,1,-0.07999999999999996
365479,1,0,0.02
177888,0,0,0.02
249611,0,0,-0.12
374977,1,0,0.03
373127,0,0,-0.01
239428,1,0,-0.26000000000000006
83692,1,0,0.01
220038,1,0,0.04
270744,0,0,0.0
161950,1,0,-0.019999999999999997
237601,1,1,0.03
105883,1,1,-0.010000000000000009
326384,0,1,-0.08999999999999997
111751,1,0,0.01
275762,1,1,-0.020000000000000018
326005,1,0,0.02
92138,1,0,0.03
378115,1,0,0.03
130200,1,1,0.97
122574,0,0,1.0
38041,0,0,0.0
89641,0,0,-0.01
193753,1,0,0.0
226513,0,0,0.0
240195,0,1,0.13
260416,0,0,0.04
338698,0,0,0.03
155816,0,0,0.03
147804,1,1,0.07000000000000006
394712,1,0,0.0
268746,1,1,-0.14
231846,1,0,0.01
91300,1,1,-0.050000000000000044
61391,0,1,0.16000000000000003
10918,1,0,0.03
397794,1,0,0.01
366948,0,0,0.0
360222,1,0,0.03
120490,0,0,0.01
174591,0,0,0.0
227983,1,1,0.86
281323,0,0,0.0
304075,1,0,0.03999999999999998
219498,1,0,0.01
364764,0,0,-0.01
201628,0,0,0.0
238564,1,1,0.020000000000000018
282931,0,0,0.01
194175,1,0,0.0
314482,1,0,-0.01
140997,1,0,-0.01
277071,0,0,0.05
25475,1,0,0.01
118764,0,1,0.19999999999999996
298874,1,0,-0.01
253656,1,0,0.01
280666,0,0,0.02
237254,0,0,0.019999999999999997
260802,0,1,-0.06999999999999995
192533,1,0,0.0
352782,0,0,0.009999999999999998
68242,0,0,0.01
326387,0,0,0.0
107207,0,0,0.01
160183,1,0,-0.01
78945,1,0,0.15
204633,0,0,-0.02
330939,0,0,0.02
55895,1,0,0.05
279593,0,1,0.029999999999999916
367794,0,0,-0.01
140860,1,1,-0.13
375179,1,1,0.029999999999999916
210541,1,0,0.03
357230,0,1,0.22999999999999998
12877,1,1,0.97
259147,0,1,0.010000000000000009
39449,1,0,0.03
359975,1,1,0.67
122135,1,0,0.01
278039,1,0,0.01
79081,1,1,1.0
177249,1,0,-0.05999999999999994
82407,1,0,0.01
181745,0,0,0.15999999999999992
393070,1,0,-0.01
398288,1,0,0.0
351033,0,0,0.08
214703,1,0,-0.15
395950,1,0,0.03
182672,0,1,0.030000000000000027
121113,0,1,-0.07000000000000006
343340,1,0,0.0
70987,0,1,-0.06999999999999995
398487,0,0,0.02
337542,0,1,0.15000000000000002
39264,0,0,0.07
385231,0,0,-0.04999999999999999
102555,0,0,0.03
268523,0,0,0.02
167372,1,0,0.0
240657,1,0,0.0
378594,0,1,-0.04999999999999993
370860,1,1,-0.050000000000000044
260729,1,0,-0.01
376847,0,0,0.01
349339,0,1,-0.010000000000000009
204153,0,0,0.0
37689,0,0,0.01
332458,1,0,0.09
285854,1,0,0.06
217905,0,1,0.019999999999999962
278316,0,0,0.02
126726,1,0,0.01
8406,1,0,0.03
176135,0,0,-0.039999999999999994
127627,0,0,0.0
130284,0,0,-0.01
359634,1,0,0.03
316425,0,0,0.03
12562,1,0,0.0
258528,0,1,0.030000000000000027
377904,0,0,0.01
356771,0,0,0.01
247809,0,1,0.07000000000000006
21162,0,0,0.0
58646,1,1,-0.02
296275,0,0,0.0
394390,0,0,0.01
31304,1,0,0.01
105587,1,1,0.96
146463,1,1,0.14
160826,1,0,0.01
253757,0,0,0.75
258617,0,0,0.0
240719,0,1,0.0
348293,0,0,-0.09000000000000002
13370,0,0,0.98
288795,0,0,0.039999999999999994
222632,1,0,0.05
137862,0,0,0.0
208113,1,0,0.0
10520,1,0,0.0
271827,1,0,0.030000000000000002
15512,1,0,0.06999999999999995
231032,0,0,0.019999999999999997
349777,0,0,0.0
256630,0,0,0.0
131604,1,1,-0.010000000000000009
269288,0,0,1.0
275983,1,0,0.01
245396,0,0,-0.01
197764,1,0,0.01
103899,1,0,0.02
87315,1,1,0.96
39129,1,0,0.0
66810,0,0,0.1
292971,1,1,0.030000000000000027
313634,0,0,0.01
317443,1,0,0.02
73578,1,1,-0.12
395676,1,1,-0.06000000000000005
277404,0,0,0.0
179283,1,1,0.2
218942,0,0,0.0
152666,1,0,-0.01
32419,1,0,0.01
240502,0,0,0.0
159432,0,1,-0.040000000000000036
224146,0,0,0.03
162774,1,1,-0.05999999999999994
244946,0,0,0.0
163487,0,0,0.03
100195,1,0,0.030000000000000027
32449,0,0,-0.03
52590,1,0,0.019999999999999997
253537,0,0,-0.01
325697,1,1,-0.26
103263,0,0,0.04
243994,1,1,0.12
312524,1,1,-0.09999999999999998
51714,0,0,0.03
380366,1,1,0.96
297494,1,0,0.0
270747,1,0,0.02
320804,0,1,0.09999999999999998
361963,0,1,0.07999999999999996
198593,1,0,0.010000000000000002
44818,0,0,0.96
300081,1,0,-0.01
337928,0,0,-0.01
216338,0,0,0.02
161321,0,0,0.0
154040,0,0,0.1
137255,1,0,-0.01
120495,1,0,0.1
388933,0,0,0.050000000000000044
274696,1,0,0.0
15377,1,0,0.09
228098,1,0,-0.030000000000000027
267419,1,0,0.0
305136,1,0,0.02
302713,0,0,0.01
54552,1,1,0.87
192769,1,0,-0.01
112322,1,1,-0.16000000000000003
40004,1,0,0.01
213340,0,0,0.07
111130,0,0,0.01
371461,0,0,0.19
242468,1,0,0.01
117607,0,1,0.21999999999999997
185506,1,0,-0.13999999999999999
222173,0,0,-0.01
214958,1,0,-0.020000000000000018
316942,0,0,0.01
134725,1,1,0.15000000000000002
6576,1,0,0.03
347725,0,0,0.0
240537,0,0,0.0
258494,1,0,0.05
217933,1,0,0.0
365892,1,0,0.01
165495,0,0,0.04
246013,1,0,0.0
227812,1,0,0.0
271345,0,0,0.01
183527,0,0,0.02
323323,0,0,0.04
242172,1,0,0.09000000000000001
102580,0,1,0.02
175004,1,0,0.0
132058,1,0,0.11
255291,1,0,0.01
187600,0,0,0.0
127785,1,0,0.1
152046,0,1,-0.07999999999999996
268190,0,0,0.97
30648,1,0,0.01
110586,0,0,0.12
184978,0,1,0.19999999999999996
70818,1,0,0.01
171708,1,0,0.0
331973,0,0,-0.04
36438,0,0,0.07
290799,1,0,0.0
122846,1,1,-0.020000000000000018
94510,0,0,0.01
153748,1,0,0.07
177459,0,0,0.0
186398,0,0,0.08
339456,1,1,0.95
174094,0,0,0.01
62488,0,0,-0.01
190878,0,0,0.02
398763,1,0,0.0
57762,0,0,0.04
264525,0,0,0.0
391809,1,1,0.10999999999999999
312337,1,1,0.36
240068,1,0,1.0
339745,0,0,0.2
382828,0,1,0.08000000000000007
135453,0,0,0.01
335700,1,1,0.14999999999999997
63971,1,0,-0.03
326706,0,0,0.0
274560,0,0,0.92
27995,1,0,0.0
212931,0,0,0.0
36478,0,0,0.0
301848,1,0,0.01
165725,1,0,-0.039999999999999994
167439,1,0,0.0
288239,1,0,0.08
322717,0,0,0.0
399778,0,1,-0.09000000000000008
131173,1,1,0.99
308896,1,1,0.97
114328,1,1,0.08000000000000007
175239,0,0,0.0
267995,1,0,0.02
83885,0,0,0.74
189318,1,1,-0.08999999999999997
396046,1,0,0.01
243062,0,0,0.0
382152,1,1,0.99
287012,0,0,0.05
365666,0,0,0.0
355930,1,1,0.07999999999999996
380260,1,1,0.28
63905,1,0,0.009999999999999998
127421,1,0,0.01
82400,1,1,0.98
149722,1,1,-0.040000000000000036
313101,1,0,-0.02
185395,0,0,-0.01
26818,1,1,0.98
6188,0,0,-0.02
67931,1,0,0.02
105700,1,1,0.10999999999999999
224682,1,0,-0.019999999999999997
298907,0,0,-0.01
100697,1,0,0.01
49539,1,0,0.01
166846,0,0,0.02
351245,1,0,-0.01
359299,0,1,0.14
74620,0,1,0.06999999999999995
59600,0,0,0.019999999999999997
328498,1,1,-0.010000000000000009
59245,1,1,-0.08999999999999997
317381,1,1,0.06000000000000005
176471,1,0,0.06
66116,1,1,0.98
246053,0,1,-0.09000000000000002
312862,1,1,0.18999999999999995
22017,0,0,0.03
182302,0,0,0.02
50742,0,0,0.01
238794,1,0,0.01
129184,0,0,0.0
178518,1,1,0.99
215790,0,1,-0.010000000000000009
151784,1,1,-0.030000000000000027
308785,0,0,-0.01
26241,1,1,0.010000000000000009
342023,0,0,0.0
394882,1,0,0.03
188039,1,1,-0.08999999999999997
261612,1,0,-0.1
345029,0,0,0.01
228343,0,0,-0.01
171212,0,0,0.05
386020,0,0,-0.02
299258,0,0,0.12
124179,0,0,0.049999999999999996
155133,0,0,0.0
93767,1,1,1.0
285078,1,0,0.04
234124,0,0,0.03
339492,1,0,0.049999999999999996
320593,0,0,0.0
352738,0,0,0.0
122277,1,0,0.0
299416,0,0,-0.01
97395,0,1,0.06000000000000005
293827,0,0,0.24
67124,0,0,0.84
141421,0,0,0.01
23403,1,1,0.050000000000000044
259726,1,0,0.05
36230,1,0,-0.02
393770,1,0,0.010000000000000009
188225,0,0,0.009999999999999995
382086,1,0,0.03
261851,0,0,-0.019999999999999997
31512,0,0,0.98
336115,1,0,0.05
9083,1,0,-0.01
325876,0,0,0.0
27487,0,0,0.02
54239,0,0,0.0
225163,1,1,0.08999999999999997
46355,0,0,0.08
249239,0,0,-0.02
326127,1,0,-0.08
385882,1,1,0.040000000000000036
143994,1,1,-0.040000000000000036
32197,1,1,0.39
46821,1,0,-0.06
267265,1,1,0.010000000000000009
95254,1,1,-0.07
228926,0,0,0.01
157613,1,0,0.1
366322,0,0,0.01
270340,1,0,0.04000000000000001
390345,0,0,0.01
335012,0,0,0.0
97514,0,0,0.05000000000000002
384717,0,0,-0.019999999999999997
281151,0,1,-0.08999999999999997
276005,1,1,0.15000000000000002
261321,0,1,0.050000000000000044
248424,1,0,0.01
117532,0,1,0.12
396801,1,1,0.98
349265,1,0,0.09
88638,1,0,0.019999999999999997
231225,0,0,0.05
106668,0,0,-0.01
343611,1,0,0.09
151050,0,1,0.08999999999999997
131684,1,1,-0.05999999999999994
124901,0,0,0.01
267272,0,0,0.98
357070,1,0,0.04
342967,0,0,0.98
380043,0,0,0.0
121749,1,1,0.95
230108,1,0,0.04
378342,1,0,0.07
323639,0,0,0.05
314248,0,0,0.01
209963,1,0,0.0
237892,1,0,-0.01
279685,1,1,-0.020000000000000018
131513,0,0,0.02
322677,1,0,0.06
111877,1,0,-0.01
242400,1,1,0.020000000000000018
108823,0,0,0.0
137433,1,1,-0.07000000000000006
67385,1,0,0.0
113640,1,0,0.01
297714,1,1,-0.06000000000000005
93204,0,0,0.01
295612,0,0,-0.01
322155,1,0,0.05
331102,0,0,0.0
152295,0,0,0.02
376274,0,0,0.0
223361,1,0,0.0
344131,0,1,0.06000000000000005
82454,1,0,0.02
131643,1,0,-0.040000000000000036
380258,0,0,0.0
272953,1,0,0.03
313060,1,0,0.01
385640,0,0,0.02
241621,0,1,-0.06000000000000005
341964,1,0,-0.02
62647,1,0,0.1
206175,0,0,0.02
55172,1,0,0.01
184973,1,0,-0.03
43949,1,0,0.0
137874,1,0,0.05
29786,1,0,-0.02
208582,0,1,0.18
129460,1,1,0.15000000000000002
6681,0,0,1.0
121679,0,0,0.01
235367,0,0,0.039999999999999994
230685,0,0,0.0
346060,0,1,0.12
291014,0,0,0.84
322623,1,0,0.030000000000000002
156489,1,1,0.38
265636,0,0,0.02
111321,0,0,0.01
115149,0,0,-0.20999999999999996
134661,1,1,-0.10999999999999999
169621,1,1,-0.08000000000000007
188756,1,0,0.02
96619,0,0,-0.010000000000000009
225051,1,1,0.20999999999999996
382695,0,0,0.0
132142,1,0,0.01
241136,0,0,0.98
76311,0,0,0.060000000000000005
250524,1,0,0.09999999999999998
170015,0,0,0.0
202799,1,0,-0.01
68046,1,1,0.09999999999999998
347795,1,0,-0.01
234567,1,0,0.25
290873,0,0,0.0
87784,0,0,0.01
31833,1,0,-0.039999999999999925
80537,1,0,0.019999999999999997
265629,0,0,0.27
10874,0,0,0.0
262791,0,0,0.02
261010,1,0,0.03
374736,0,1,-0.04999999999999993
134093,0,0,-0.039999999999999994
224741,1,1,0.24
195731,0,0,0.019999999999999997
145870,0,1,0.18000000000000005
176843,1,1,0.040000000000000036
57092,1,1,0.03
191159,0,0,0.0
206292,0,0,0.02
353792,1,0,-0.01
160443,0,1,-0.31999999999999995
30470,0,1,0.16000000000000003
212794,1,0,0.0
131555,0,0,-0.03
85244,1,0,0.24
259099,0,0,0.99
386199,1,1,0.030000000000000027
44765,0,0,0.04999999999999999
259644,1,0,0.01
210372,1,1,0.08999999999999997
273998,1,0,0.04
323144,0,0,0.01
387195,0,1,-0.020000000000000018
233002,0,0,-0.01
349282,1,0,0.26999999999999996
4848,0,0,0.03
88350,0,0,0.0
314558,1,1,1.0
389289,1,0,-0.01
55980,1,0,-0.22000000000000003
319977,0,1,-0.06000000000000005
118715,1,0,0.05
365326,0,0,0.0
214388,1,0,0.0
203568,1,1,0.97
67706,0,0,0.06000000000000005
272078,0,0,0.10999999999999999
50732,0,1,0.14
148331,1,0,0.02
266605,1,0,0.08
111168,1,0,0.0
255889,1,1,-0.24
84421,0,0,0.0
335210,1,1,0.15000000000000002
335717,1,0,0.05
342816,0,0,0.02
120698,0,0,0.01
209780,0,0,-0.02
142026,1,0,0.0
173089,0,0,0.0
57070,1,0,0.05
152284,0,0,-0.01
43596,1,0,0.03
185536,1,0,-0.010000000000000002
154956,1,1,0.99
272287,1,0,-0.01
340510,0,1,-0.12
87430,1,0,-0.01
144110,1,0,0.02
264771,1,1,0.99
137688,1,1,1.0
212320,0,0,0.01
288655,0,0,0.0
33586,1,0,0.0
80279,1,0,0.01
287114,1,1,1.0
352670,1,1,0.07
386566,1,0,0.0
277481,0,0,0.0
261531,1,1,0.20999999999999996
245038,1,0,0.01
173496,1,1,1.0
392076,0,0,0.01
68522,0,0,0.01
130619,0,0,0.04
168859,0,0,0.01
390450,1,0,0.01
26133,0,0,0.01
135595,0,1,0.16999999999999998
120794,0,1,0.0
146198,1,1,0.61
172212,1,0,0.01
12678,0,0,0.010000000000000009
235968,0,0,0.07
328753,0,0,0.0
270075,0,0,0.3
239538,0,0,0.0
155303,1,1,-0.10999999999999999
243986,0,0,0.13
356272,0,0,0.0
352644,1,0,0.0
249998,0,0,0.0
53804,0,1,-0.07000000000000006
210846,0,0,0.01
115740,0,0,0.019999999999999997
327089,0,0,0.01
295859,1,0,0.02
53029,1,1,0.07999999999999996
78667,0,1,0.15000000000000002
37962,1,1,0.22000000000000008
163430,1,0,0.1
36139,0,1,0.030000000000000027
181889,0,0,0.019999999999999997
208652,0,0,0.0
78576,0,0,0.0
83531,0,0,0.0
376258,1,0,-0.06999999999999995
34188,1,0,0.03
63169,1,0,0.02
79816,0,1,0.10000000000000009
62754,1,0,0.019999999999999997
130991,0,0,0.0
28045,0,0,-0.01
284906,1,1,0.020000000000000018
350397,0,0,-0.05
238578,0,1,0.040000000000000036
248740,0,0,0.01
303624,1,1,0.17999999999999994
223588,1,0,0.0
326397,0,0,-0.020000000000000018
83735,0,0,0.0
284345,1,0,-0.13999999999999996
35630,1,0,0.01
303239,0,0,0.01
11883,1,1,0.98
309822,0,0,0.03
384424,1,0,0.0
10974,1,0,0.0
10463,1,1,0.27
254325,1,0,0.06
351403,1,0,-0.02
311199,0,1,0.15000000000000002
9082,0,0,0.02
164652,1,0,0.01
382159,1,0,0.09000000000000001
279083,0,0,0.0
179905,1,0,0.01
29445,1,1,-0.039999999999999925
222328,1,1,0.04999999999999993
266695,1,1,0.13
355682,0,0,0.0
44182,1,0,0.0
14237,1,1,0.67
349682,1,0,0.0
365022,1,0,0.01
386768,0,1,0.37
249303,1,0,0.0
205277,1,1,0.99
378223,1,0,0.01
332025,1,1,1.0
362037,1,1,0.17000000000000004
93150,0,1,0.58
98439,1,1,-0.06999999999999995
